2010 Federal Election House of Representatives Two Party Preferred By Polling Place [Please Note: These results are not final. Event:15508 Phase:PostElection Generated:2010-08-22T07:44:31 Cycle:616f42f6-2035-4b88-9530-8ecd800c5267 Created:2010-08-22T07:29:29 Environment:PROD Site:CDC Server:DB01 Version:6.0.9.8314]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,Australian Labor Party Votes,Australian Labor Party Percentage,Liberal/National Coalition Votes,Liberal/National Coalition Percentage,TotalVotes,Swing
NSW,145,Richmond,2403,Billinudgel,501,61.85,309,38.15,810,-4.92
NSW,145,Richmond,2404,Bogangar,1053,62.05,644,37.95,1697,-2.25
NSW,145,Richmond,2407,Brunswick Heads,1053,67.16,515,32.84,1568,-0.94
NSW,145,Richmond,2408,Burringbar,387,62.62,231,37.38,618,-5.06
NSW,145,Richmond,2409,Byron Bay,1212,68.05,569,31.95,1781,-4.33
NSW,145,Richmond,33760,Byron Bay PPVC,875,61.75,542,38.25,1417,5.39
NSW,145,Richmond,11917,Byron Bay South,684,67.32,332,32.68,1016,-2.21
NSW,145,Richmond,2411,Carool,93,60.39,61,39.61,154,2.33
NSW,145,Richmond,2412,Chillingham,56,45.9,66,54.1,122,-7.06
NSW,145,Richmond,2413,Chinderah,686,58.63,484,41.37,1170,-3.16
NSW,145,Richmond,2414,Clunes,317,59.36,217,40.64,534,-0.75
NSW,145,Richmond,2415,Condong,439,47.56,484,52.44,923,-3.26
NSW,145,Richmond,2416,Coorabell,114,61.62,71,38.38,185,-4.02
NSW,145,Richmond,2417,Corndale,84,56.76,64,43.24,148,-12.96
NSW,145,Richmond,2418,Crabbes Creek,128,56.89,97,43.11,225,-4.14
NSW,145,Richmond,2419,Crystal Creek,168,49.7,170,50.3,338,0.46
NSW,145,Richmond,2420,Cudgen,375,51.09,359,48.91,734,-5.43
NSW,145,Richmond,30136,Divisional Office (PREPOLL),313,48.53,332,51.47,645,-7.78
NSW,145,Richmond,2422,Dungay,161,45.35,194,54.65,355,-4
NSW,145,Richmond,2423,Dunoon,350,63.75,199,36.25,549,-2.92
NSW,145,Richmond,2424,Duranbah,58,42.65,78,57.35,136,-3.3
NSW,145,Richmond,2425,Durrumbul,242,70.97,99,29.03,341,6.59
NSW,145,Richmond,2427,Eureka,90,59.21,62,40.79,152,-1.24
NSW,145,Richmond,2428,Ewingsdale,176,58.67,124,41.33,300,-7.84
NSW,145,Richmond,2429,Federal,309,68.67,141,31.33,450,-12.84
NSW,145,Richmond,2430,Fernleigh,127,53.36,111,46.64,238,-0.06
NSW,145,Richmond,2431,Fingal Head,148,60.41,97,39.59,245,-7.59
NSW,145,Richmond,2432,Goolmangar,265,47.15,297,52.85,562,-7.02
NSW,145,Richmond,2435,Goonengerry,110,80.88,26,19.12,136,-6.26
NSW,145,Richmond,2438,Hastings Point,303,55.09,247,44.91,550,-1.53
NSW,145,Richmond,2439,Jiggi,171,72.77,64,27.23,235,-1.76
NSW,145,Richmond,2440,Kingscliff,1001,51.62,938,48.38,1939,-2.86
NSW,145,Richmond,58461,Kingscliff South,477,53.54,414,46.46,891,-1.34
NSW,145,Richmond,2441,Kunghur,120,64.17,67,35.83,187,0.25
NSW,145,Richmond,2442,Lennox Head,1606,56.17,1253,43.83,2859,2.98
NSW,145,Richmond,2452,Main Arm Upper,102,79.69,26,20.31,128,-3.02
NSW,145,Richmond,2470,Modanville,178,47.09,200,52.91,378,3.72
NSW,145,Richmond,2454,Mullumbimby,1449,65.51,763,34.49,2212,-4.53
NSW,145,Richmond,2455,Murwillumbah,1107,61.5,693,38.5,1800,0.06
NSW,145,Richmond,33762,Murwillumbah PPVC,932,50.19,925,49.81,1857,-6.18
NSW,145,Richmond,2457,Murwillumbah South,556,53.88,476,46.12,1032,-3.67
NSW,145,Richmond,2405,Murwillumbah West,555,50.23,550,49.77,1105,-2.94
NSW,145,Richmond,2459,Newrybar,244,52.47,221,47.53,465,-1.07
NSW,145,Richmond,2460,Nimbin,754,82.86,156,17.14,910,2.63
NSW,145,Richmond,11918,Ocean Shores,1308,66.77,651,33.23,1959,-2.97
NSW,145,Richmond,2461,Piggabeen,219,47.92,238,52.08,457,-4.06
NSW,145,Richmond,2462,Pottsville Beach,1337,56.87,1014,43.13,2351,0.78
NSW,145,Richmond,2464,Rosebank,191,78.28,53,21.72,244,-2.95
NSW,145,Richmond,58460,Skennars Head,294,54.04,250,45.96,544,0.03
NSW,145,Richmond,33640,Special Hospital Team 1,0,0,0,0,0,-55
NSW,145,Richmond,33753,Special Hospital Team 2,0,0,0,0,0,-54.59
NSW,145,Richmond,33756,Special Hospital Team 3,0,0,0,0,0,-54.72
NSW,145,Richmond,2465,Stokers Siding,0,0,0,0,0,-64.81
NSW,145,Richmond,38336,Suffolk Park,782,70.01,335,29.99,1117,-4.25
NSW,145,Richmond,14150,Sydney (Richmond),0,0,0,0,0,-72.97
NSW,145,Richmond,2466,Terranora,570,43.78,732,56.22,1302,-3.06
NSW,145,Richmond,2467,The Channon,289,75.85,92,24.15,381,-5.05
NSW,145,Richmond,2468,Tintenbar,0,0,0,0,0,-43.37
NSW,145,Richmond,2471,Tumbulgum,236,54.63,196,45.37,432,-5.86
NSW,145,Richmond,2472,Tweed Heads,1277,54.6,1062,45.4,2339,-1.19
NSW,145,Richmond,2436,Tweed Heads Central,714,45.02,872,54.98,1586,-5.07
NSW,145,Richmond,33761,Tweed Heads PPVC,2926,51.63,2741,48.37,5667,-4.72
NSW,145,Richmond,2473,Tweed Heads South,1451,57.33,1080,42.67,2531,-3.01
NSW,145,Richmond,34348,Tweed Heads West,805,58.33,575,41.67,1380,-1.16
NSW,145,Richmond,2474,Tyalgum,264,57.14,198,42.86,462,-6.07
NSW,145,Richmond,2475,Uki,535,68.07,251,31.93,786,-6.25
NSW,145,Richmond,2476,Wilsons Creek,151,78.65,41,21.35,192,-9.87
NSW,250,Riverina,1242,Adelong,262,35.41,478,64.59,740,-15.11
NSW,250,Riverina,1243,Adjungbilly,5,10.2,44,89.8,49,-10.95
NSW,250,Riverina,1244,Ardlethan,67,21.9,239,78.1,306,-3.58
NSW,250,Riverina,1245,Ariah Park,45,14.33,269,85.67,314,1.19
NSW,250,Riverina,1246,Ashmont,663,44.56,825,55.44,1488,1.27
NSW,250,Riverina,2482,Barellan,68,19.37,283,80.63,351,-1.06
NSW,250,Riverina,2483,Barmedman,42,21.32,155,78.68,197,-12.44
NSW,250,Riverina,1247,Batlow,376,50.27,372,49.73,748,-13.16
NSW,250,Riverina,1248,Beckom,4,5.19,73,94.81,77,-7.67
NSW,250,Riverina,2484,Beelbangera,83,20.54,321,79.46,404,-9.49
NSW,250,Riverina,1249,Bethungra,18,26.09,51,73.91,69,-8.97
NSW,250,Riverina,2485,Bilbul,24,13.95,148,86.05,172,-14.91
NSW,250,Riverina,2486,Binya,7,10.14,62,89.86,69,-2.68
NSW,250,Riverina,1257,Brungle,32,28.83,79,71.17,111,-13.34
NSW,250,Riverina,2496,Carrathool,9,15,51,85,60,-1.95
NSW,250,Riverina,1311,Charles Sturt University,86,33.59,170,66.41,256,0.64
NSW,250,Riverina,2498,Coleambally,72,14.55,423,85.45,495,-3.66
NSW,250,Riverina,769,Collingullie,43,19.91,173,80.09,216,0.28
NSW,250,Riverina,1261,Coolac,47,27.65,123,72.35,170,-4.91
NSW,250,Riverina,1262,Coolamon,310,26.68,852,73.32,1162,-0.7
NSW,250,Riverina,1267,Currawarna,17,24.64,52,75.36,69,-6.49
NSW,250,Riverina,2501,Darlington Point,215,38.6,342,61.4,557,-5.83
NSW,250,Riverina,30401,Divisional Office (PREPOLL),0,0,0,0,0,-34.04
NSW,250,Riverina,1270,Euberta,19,15.57,103,84.43,122,3.07
NSW,250,Riverina,1272,Forest Hill,387,37.03,658,62.97,1045,-0.23
NSW,250,Riverina,38317,Forest Hill PPVC,0,0,0,0,0,0
NSW,250,Riverina,787,Galore,4,5.06,75,94.94,79,-1.8
NSW,250,Riverina,1274,Ganmain,95,19.08,403,80.92,498,-4.96
NSW,250,Riverina,32486,Glenfield Park,773,34.42,1473,65.58,2246,1.01
NSW,250,Riverina,2506,Goolgowi,34,17.44,161,82.56,195,-4.22
NSW,250,Riverina,2508,Griffith,605,30.46,1381,69.54,1986,-9.08
NSW,250,Riverina,58769,Griffith Central PPVC,0,0,0,0,0,-33.33
NSW,250,Riverina,2502,Griffith Driver,448,27.37,1189,72.63,1637,-5.89
NSW,250,Riverina,2509,Griffith East,182,25.74,525,74.26,707,-6.38
NSW,250,Riverina,2511,Griffith North,303,27.4,803,72.6,1106,-6.57
NSW,250,Riverina,33855,Griffith PPVC,0,0,0,0,0,-33.89
NSW,250,Riverina,2512,Griffith West,480,35.66,866,64.34,1346,-9.73
NSW,250,Riverina,1277,Grong Grong,39,27.46,103,72.54,142,-5.31
NSW,250,Riverina,1279,Gundagai,437,41.9,606,58.1,1043,-1.73
NSW,250,Riverina,1280,Gundagai South,182,54.01,155,45.99,337,8.32
NSW,250,Riverina,2514,Hanwood,172,19.46,712,80.54,884,-9.19
NSW,250,Riverina,2520,Hillston,162,24.18,508,75.82,670,-5.58
NSW,250,Riverina,1282,Humula,25,29.41,60,70.59,85,-6.12
NSW,250,Riverina,1283,Illabo,33,14.8,190,85.2,223,-2.05
NSW,250,Riverina,799,Jingellic,11,21.57,40,78.43,51,-11.12
NSW,250,Riverina,1285,Junee,881,41.54,1240,58.46,2121,0
NSW,250,Riverina,1288,Kapooka,19,21.84,68,78.16,87,-8.69
NSW,250,Riverina,33857,Kapooka PPVC,0,0,0,0,0,-33.33
NSW,250,Riverina,800,Khancoban,90,50,90,50,180,0.93
NSW,250,Riverina,1289,Kooringal,823,34.05,1594,65.95,2417,3.72
NSW,250,Riverina,1315,Kooringal North,653,34.05,1265,65.95,1918,-3.57
NSW,250,Riverina,1290,Lacmalac,55,41.67,77,58.33,132,2.41
NSW,250,Riverina,1291,Ladysmith,43,17.62,201,82.38,244,-5.82
NSW,250,Riverina,1292,Lake Albert,730,30.03,1701,69.97,2431,0.89
NSW,250,Riverina,2526,Lake Wyangan,139,23.76,446,76.24,585,-5.36
NSW,250,Riverina,2527,Leeton,473,30.05,1101,69.95,1574,-5.58
NSW,250,Riverina,2528,Leeton North,223,26.02,634,73.98,857,-7.51
NSW,250,Riverina,2542,Leeton Parkview,260,35.42,474,64.58,734,-4.72
NSW,250,Riverina,2507,Leeton South,232,24.71,707,75.29,939,-9.5
NSW,250,Riverina,1295,Mangoplah,25,11.16,199,88.84,224,0.48
NSW,250,Riverina,1296,Marrar,54,20.77,206,79.23,260,2.27
NSW,250,Riverina,1297,Matong,27,24.77,82,75.23,109,5.3
NSW,250,Riverina,2531,Merriwagga,17,28.33,43,71.67,60,2.24
NSW,250,Riverina,1299,Mirrool,2,2.67,73,97.33,75,-5.55
NSW,250,Riverina,1300,Mount Austin,735,38.16,1191,61.84,1926,-3.45
NSW,250,Riverina,2533,Murrami,20,18.52,88,81.48,108,3.89
NSW,250,Riverina,1304,Nangus,46,30.46,105,69.54,151,0.62
NSW,250,Riverina,2536,Narrandera,293,32.63,605,67.37,898,-2.19
NSW,250,Riverina,2537,Narrandera East,187,31.32,410,68.68,597,-5.24
NSW,250,Riverina,33858,Narrandera PPVC,0,0,0,0,0,-33.84
NSW,250,Riverina,2538,Narrandera West,149,33.56,295,66.44,444,-5.18
NSW,250,Riverina,2545,Rankins Springs,35,23.18,116,76.82,151,-7.08
NSW,250,Riverina,829,Rosewood,32,21.05,120,78.95,152,-17.64
NSW,250,Riverina,1312,San Isidore,76,33.78,149,66.22,225,-5.54
NSW,250,Riverina,33626,Special Hospital Team 1,0,0,0,0,0,-28.57
NSW,250,Riverina,33825,Special Hospital Team 2,0,0,0,0,0,-28.45
NSW,250,Riverina,33829,Special Hospital Team 3,0,0,0,0,0,-28.3
NSW,250,Riverina,33830,Special Hospital Team 4,0,0,0,0,0,-28.26
NSW,250,Riverina,33833,Special Hospital Team 5,0,0,0,0,0,-28.77
NSW,250,Riverina,45928,Special Hospital Team 6,0,0,0,0,0,-29.03
NSW,250,Riverina,14153,Sydney (Riverina),6,33.33,12,66.67,18,-8.34
NSW,250,Riverina,1316,Talbingo,73,47.4,81,52.6,154,-7.73
NSW,250,Riverina,2548,Tallimba,12,11.88,89,88.12,101,1.6
NSW,250,Riverina,1317,Tarcutta,38,14.62,222,85.38,260,-5.57
NSW,250,Riverina,1318,Tatton,396,27.03,1069,72.97,1465,2.57
NSW,250,Riverina,1319,Temora,537,25.63,1558,74.37,2095,-2.4
NSW,250,Riverina,12075,Temora West,246,26.97,666,73.03,912,-3.11
NSW,250,Riverina,2481,Tharbogang,55,28.8,136,71.2,191,-15.8
NSW,250,Riverina,1321,Tolland,527,39.92,793,60.08,1320,0.15
NSW,250,Riverina,841,Tooma,14,13.59,89,86.41,103,-5.36
NSW,250,Riverina,842,Tumbarumba,458,38.85,721,61.15,1179,-15.63
NSW,250,Riverina,1323,Tumblong,29,19.33,121,80.67,150,4
NSW,250,Riverina,1324,Tumut,827,43.12,1091,56.88,1918,-9.77
NSW,250,Riverina,11950,Tumut East,776,44.07,985,55.93,1761,-19.18
NSW,250,Riverina,1326,Turvey Park,613,38.38,984,61.62,1597,-0.42
NSW,250,Riverina,1329,Turvey Park North,365,44.3,459,55.7,824,1.84
NSW,250,Riverina,2553,Ungarie,69,25.84,198,74.16,267,-3.51
NSW,250,Riverina,1327,Uranquinty,150,30.61,340,69.39,490,-5.16
NSW,250,Riverina,1328,Wagga Wagga,610,38.27,984,61.73,1594,3.65
NSW,250,Riverina,1278,Wagga Wagga East,104,35.99,185,64.01,289,-2.27
NSW,250,Riverina,1330,Wagga Wagga Hospital,84,42.21,115,57.79,199,4.32
NSW,250,Riverina,1331,Wagga Wagga North,528,34.15,1018,65.85,1546,1.41
NSW,250,Riverina,33860,Wagga Wagga PPVC,0,0,0,0,0,-33.88
NSW,250,Riverina,1340,Wagga Wagga South,360,35.02,668,64.98,1028,-1.53
NSW,250,Riverina,1332,Wagga Wagga West,627,35.3,1149,64.7,1776,-2.09
NSW,250,Riverina,2554,Wamoon,55,26.57,152,73.43,207,-5.41
NSW,250,Riverina,1334,Wantabadgery,13,14.44,77,85.56,90,2.37
NSW,250,Riverina,2555,Weethalle,34,13.6,216,86.4,250,0.9
NSW,250,Riverina,2556,West Wyalong,362,23.88,1154,76.12,1516,-2.81
NSW,250,Riverina,2558,Whitton,0,0,0,0,0,-36.31
NSW,250,Riverina,2563,Wyalong,154,27.07,415,72.93,569,-6.2
NSW,250,Riverina,33954,Wyalong PPVC,0,0,0,0,0,0
NSW,250,Riverina,2565,Yanco,178,31.23,392,68.77,570,-6.65
NSW,250,Riverina,2566,Yenda,182,24.5,561,75.5,743,-4.01
NSW,250,Riverina,2567,Yoogali,163,22.96,547,77.04,710,-9.44
NSW,146,Robertson,2586,Avoca Beach,1074,51.93,994,48.07,2068,2.52
NSW,146,Robertson,2588,Booker Bay,394,48.34,421,51.66,815,-3.45
NSW,146,Robertson,2589,Copacabana,733,54.38,615,45.62,1348,0.24
NSW,146,Robertson,2590,Davistown,713,51.78,664,48.22,1377,1.58
NSW,146,Robertson,30137,Divisional Office (PREPOLL),178,38.95,279,61.05,457,-9.45
NSW,146,Robertson,2591,Empire Bay,1245,47.57,1372,52.43,2617,0.28
NSW,146,Robertson,2592,Erina,1765,47.87,1922,52.13,3687,3.06
NSW,146,Robertson,2593,Erina Heights (Robertson),361,39.58,551,60.42,912,1.64
NSW,146,Robertson,33075,Erina South,580,49.66,588,50.34,1168,1.02
NSW,146,Robertson,2594,Ettalong,1527,55.69,1215,44.31,2742,-1.51
NSW,146,Robertson,2596,Ettalong West,1514,65.54,796,34.46,2310,0.88
NSW,146,Robertson,2597,Gosford,809,56.42,625,43.58,1434,1.78
NSW,146,Robertson,2598,Gosford East,1129,47.28,1259,52.72,2388,-0.58
NSW,146,Robertson,31134,Gosford ROBERTSON PPVC,2100,46.75,2392,53.25,4492,-1.49
NSW,146,Robertson,2601,Gosford West,554,48.98,577,51.02,1131,0.21
NSW,146,Robertson,2602,Green Point,360,39.26,557,60.74,917,0.12
NSW,146,Robertson,2603,Hardys Bay,225,49.13,233,50.87,458,-2.23
NSW,146,Robertson,2604,Henry Kendall,407,58.39,290,41.61,697,-1.4
NSW,146,Robertson,2605,Kariong,1512,51.87,1403,48.13,2915,4.61
NSW,146,Robertson,2606,Kincumber,1397,50.36,1377,49.64,2774,1.81
NSW,146,Robertson,31699,Kincumber Central,820,54.74,678,45.26,1498,4.56
NSW,146,Robertson,2609,Macmasters Beach,294,56.65,225,43.35,519,5.85
NSW,146,Robertson,2610,Mangrove Mountain,172,36.06,305,63.94,477,2.86
NSW,146,Robertson,2611,Mooney Mooney,133,51.55,125,48.45,258,5.1
NSW,146,Robertson,2612,Mount White,84,56.38,65,43.62,149,6.38
NSW,146,Robertson,11919,Narara South,902,53,800,47,1702,4.5
NSW,146,Robertson,32594,Niagara Park (Robertson),1347,55.66,1073,44.34,2420,0.85
NSW,146,Robertson,2615,Ocean Beach,1359,58.6,960,41.4,2319,-0.98
NSW,146,Robertson,2616,Patonga,99,51.3,94,48.7,193,3.74
NSW,146,Robertson,2617,Pearl Beach,167,49.12,173,50.88,340,-5.66
NSW,146,Robertson,2618,Peats Ridge,82,35.04,152,64.96,234,1.3
NSW,146,Robertson,2620,Point Clare,1150,52.58,1037,47.42,2187,1.8
NSW,146,Robertson,2621,Pretty Beach,253,53.26,222,46.74,475,2.06
NSW,146,Robertson,46755,Prison Mobile Team 1,0,0,0,0,0,0
NSW,146,Robertson,2622,Saratoga,857,46.63,981,53.37,1838,1.38
NSW,146,Robertson,2623,Somersby,215,37.65,356,62.35,571,6.77
NSW,146,Robertson,13755,Special Hospital Team 1,0,0,0,0,0,-44.21
NSW,146,Robertson,13803,Special Hospital Team 2,0,0,0,0,0,-44.21
NSW,146,Robertson,31496,Special Hospital Team 3,0,0,0,0,0,-44.37
NSW,146,Robertson,2624,Spencer,116,62.03,71,37.97,187,2.44
NSW,146,Robertson,2625,Springfield,916,54.69,759,45.31,1675,2.11
NSW,146,Robertson,14154,Sydney (Robertson),46,61.33,29,38.67,75,8.55
NSW,146,Robertson,2626,Terrigal (Robertson),1203,50.61,1174,49.39,2377,4.11
NSW,146,Robertson,2627,Terrigal Central,165,36.83,283,63.17,448,-7.58
NSW,146,Robertson,620,Terrigal Lagoon,533,44.16,674,55.84,1207,2.1
NSW,146,Robertson,33077,Terrigal West,714,40.48,1050,59.52,1764,0.97
NSW,146,Robertson,31701,Umina Beach,705,59.9,472,40.1,1177,2.88
NSW,146,Robertson,2628,Umina Central,1085,59.78,730,40.22,1815,-0.78
NSW,146,Robertson,2629,Umina Mall,1171,59.59,794,40.41,1965,3.34
NSW,146,Robertson,2631,Woy Woy,1181,56.4,913,43.6,2094,-1.03
NSW,146,Robertson,2632,Woy Woy Bay,137,46.44,158,53.56,295,-1.31
NSW,146,Robertson,31708,Woy Woy PPVC,2052,53.45,1787,46.55,3839,5.17
NSW,146,Robertson,2633,Woy Woy South,545,55.16,443,44.84,988,0.77
NSW,146,Robertson,31960,Wyoming (Robertson),662,58.53,469,41.47,1131,-0.82
NSW,148,Shortland,46408,Adamstown Heights (Shortland),281,49.82,283,50.18,564,-3.77
NSW,148,Shortland,2683,Belmont,604,63.58,346,36.42,950,-0.95
NSW,148,Shortland,2684,Belmont Central,1343,64.72,732,35.28,2075,-4.37
NSW,148,Shortland,2685,Belmont North,997,69.62,435,30.38,1432,-4.54
NSW,148,Shortland,2687,Belmont West,609,57.67,447,42.33,1056,-3.05
NSW,148,Shortland,2688,Blacksmiths,544,66.02,280,33.98,824,-5.28
NSW,148,Shortland,581,Budgewoi,1148,67.45,554,32.55,1702,-0.78
NSW,148,Shortland,12051,Budgewoi Central,921,65.5,485,34.5,1406,2.39
NSW,148,Shortland,582,Buff Point,1060,66.67,530,33.33,1590,-1.99
NSW,148,Shortland,47685,Catherine Hill Bay,71,64.55,39,35.45,110,-2.12
NSW,148,Shortland,2690,Caves Beach,1602,59.11,1108,40.89,2710,-5.56
NSW,148,Shortland,12050,Chain Valley Bay,516,65.98,266,34.02,782,2.28
NSW,148,Shortland,2691,Charlestown,1265,61.86,780,38.14,2045,-1.75
NSW,148,Shortland,2692,Charlestown East,1010,63.28,586,36.72,1596,-4.89
NSW,148,Shortland,46502,Charlestown PPVC,1422,61.32,897,38.68,2319,-0.53
NSW,148,Shortland,2693,Charlestown South,747,62.3,452,37.7,1199,-1.87
NSW,148,Shortland,583,Charmhaven,615,62.95,362,37.05,977,-1.71
NSW,148,Shortland,34363,Croudace Bay,247,57.71,181,42.29,428,5.05
NSW,148,Shortland,30139,Divisional Office (PREPOLL),463,59.13,320,40.87,783,-2.7
NSW,148,Shortland,2694,Dudley,831,59.15,574,40.85,1405,-4.05
NSW,148,Shortland,344,Eleebana,1653,50.32,1632,49.68,3285,0.17
NSW,148,Shortland,2695,Floraville,1259,60.21,832,39.79,2091,0.14
NSW,148,Shortland,2696,Gateshead,754,73.42,273,26.58,1027,0.48
NSW,148,Shortland,2697,Gateshead West,886,83.98,169,16.02,1055,1.17
NSW,148,Shortland,589,Gorokan (Shortland),1239,66.12,635,33.88,1874,0.91
NSW,148,Shortland,590,Gwandalan,995,62.27,603,37.73,1598,-0.12
NSW,148,Shortland,11938,Hillsborough (Shortland),815,61.28,515,38.72,1330,0.66
NSW,148,Shortland,2700,Jewells,1265,63.38,731,36.62,1996,1.42
NSW,148,Shortland,2701,Kahibah,1230,64.4,680,35.6,1910,-2.03
NSW,148,Shortland,46411,Kotara South (Shortland),383,58.92,267,41.08,650,0.7
NSW,148,Shortland,31417,Lake Haven,1036,64.83,562,35.17,1598,1.52
NSW,148,Shortland,597,Lake Munmorah,1843,61.37,1160,38.63,3003,-3.5
NSW,148,Shortland,600,Mannering Park,826,69.65,360,30.35,1186,-1.56
NSW,148,Shortland,2706,Marks Point,846,69.29,375,30.71,1221,-0.64
NSW,148,Shortland,11982,Mount Hutton,1300,62.68,774,37.32,2074,-1.45
NSW,148,Shortland,2715,Nords Wharf,284,58.44,202,41.56,486,-4.23
NSW,148,Shortland,2716,Pelican,613,70.7,254,29.3,867,-1.14
NSW,148,Shortland,2717,Redhead,1178,61.32,743,38.68,1921,-2.41
NSW,148,Shortland,608,San Remo,1317,72.2,507,27.8,1824,0.44
NSW,148,Shortland,33617,Special Hospital Team 1,0,0,0,0,0,-75.86
NSW,148,Shortland,11636,Summerland Point,685,58.45,487,41.55,1172,-3.55
NSW,148,Shortland,2718,Swansea,982,66.76,489,33.24,1471,-8.94
NSW,148,Shortland,31659,Swansea Central,905,66.06,465,33.94,1370,-3.55
NSW,148,Shortland,14156,Sydney (Shortland),0,0,0,0,0,-61.54
NSW,148,Shortland,58671,Toukley SHORTLAND PPVC,751,60.76,485,39.24,1236,-1.03
NSW,148,Shortland,374,Valentine,1686,52.26,1540,47.74,3226,-0.74
NSW,148,Shortland,376,Warners Bay (Shortland),1148,61.16,729,38.84,1877,-3.54
NSW,148,Shortland,377,Warners Bay Central,522,59.25,359,40.75,881,-4.94
NSW,148,Shortland,2722,Whitebridge,758,61.93,466,38.07,1224,-1.09
NSW,148,Shortland,2723,Windale,1495,81.83,332,18.17,1827,-1.3
NSW,149,Sydney,1433,Alexandria,1102,70.55,460,29.45,1562,0.23
NSW,149,Sydney,2727,Annandale (Sydney),1370,70.69,568,29.31,1938,-1.26
NSW,149,Sydney,2728,Annandale North,1506,68.92,679,31.08,2185,-3.9
NSW,149,Sydney,2729,Bald Rock,409,59.19,282,40.81,691,-3.49
NSW,149,Sydney,2730,Balmain,514,60.12,341,39.88,855,-1.4
NSW,149,Sydney,2731,Balmain East,662,65.61,347,34.39,1009,1.02
NSW,149,Sydney,2732,Balmain Hospital,519,63.6,297,36.4,816,-1.58
NSW,149,Sydney,1435,Beaconsfield,477,64.2,266,35.8,743,-4.86
NSW,149,Sydney,2733,Birchgrove,1654,64.71,902,35.29,2556,-1.45
NSW,149,Sydney,2856,Blackfriars,840,75.74,269,24.26,1109,-5.88
NSW,149,Sydney,1441,Darlington,1175,78.28,326,21.72,1501,-3.28
NSW,149,Sydney,1440,Darlington Central,561,82.74,117,17.26,678,-2.16
NSW,149,Sydney,30140,Divisional Office (PREPOLL),0,0,0,0,0,0
NSW,149,Sydney,1444,Erskineville,2210,77.41,645,22.59,2855,-0.21
NSW,149,Sydney,2866,Flinders (Sydney),473,65.42,250,34.58,723,-3.65
NSW,149,Sydney,2740,Forest Lodge,1533,74.78,517,25.22,2050,-0.35
NSW,149,Sydney,2741,Gladstone Park,1099,67.42,531,32.58,1630,-1.42
NSW,149,Sydney,2742,Glebe,1040,75.58,336,24.42,1376,-2.2
NSW,149,Sydney,2743,Glebe East,1010,77.22,298,22.78,1308,-2.17
NSW,149,Sydney,2744,Glebe North,742,71.07,302,28.93,1044,-1.3
NSW,149,Sydney,2768,Glebe West,885,74.49,303,25.51,1188,-0.55
NSW,149,Sydney,46533,Haymarket PPVC,876,66.82,435,33.18,1311,-1.68
NSW,149,Sydney,2869,Hyde Park,401,65.63,210,34.37,611,-1.46
NSW,149,Sydney,2755,Lord Howe Island,98,57.31,73,42.69,171,1.7
NSW,149,Sydney,2756,Millers Point,573,49.31,589,50.69,1162,-2.67
NSW,149,Sydney,8881,Newtown East,813,83.56,160,16.44,973,-3.81
NSW,149,Sydney,8882,Newtown North (Sydney),1209,80.98,284,19.02,1493,-3.33
NSW,149,Sydney,2761,Prince Alfred Hospital,307,74.88,103,25.12,410,-2.53
NSW,149,Sydney,2762,Pyrmont,1528,52.15,1402,47.85,2930,-2.26
NSW,149,Sydney,1465,Redfern,1089,71.04,444,28.96,1533,-3.7
NSW,149,Sydney,2879,Redfern East,1133,71.26,457,28.74,1590,-1.66
NSW,149,Sydney,1464,Redfern West,958,74.21,333,25.79,1291,5.86
NSW,149,Sydney,1466,Rosebery,811,53.74,698,46.26,1509,-9.65
NSW,149,Sydney,1446,Rosebery West (Sydney),430,58.98,299,41.02,729,-7.75
NSW,149,Sydney,2763,Rozelle,1843,65.63,965,34.37,2808,-0.9
NSW,149,Sydney,33642,Special Hospital Team 1,0,0,0,0,0,-48.15
NSW,149,Sydney,2887,Surry Hills,596,78.11,167,21.89,763,-1.08
NSW,149,Sydney,2888,Surry Hills North,1164,72.07,451,27.93,1615,1.16
NSW,149,Sydney,2852,Surry Hills South,1360,71.58,540,28.42,1900,-5.16
NSW,149,Sydney,2864,Surry Hills West,771,68.05,362,31.95,1133,-6.35
NSW,149,Sydney,14165,Sydney (Sydney),0,0,0,0,0,-58.99
NSW,149,Sydney,33970,Sydney PPVC,1915,62.22,1163,37.78,3078,-6.23
NSW,149,Sydney,2769,Ultimo,749,65.41,396,34.59,1145,-5.24
NSW,149,Sydney,1471,Waterloo,689,68.42,318,31.58,1007,-4.08
NSW,149,Sydney,1472,Zetland,493,63.94,278,36.06,771,4.98
NSW,149,Sydney,1468,Zetland South,502,57.24,375,42.76,877,-0.89
NSW,150,Throsby,32916,Albion Park,1050,61.19,666,38.81,1716,-5.16
NSW,150,Throsby,2774,Albion Park Rail,2219,68.76,1008,31.24,3227,-4.74
NSW,150,Throsby,2773,Albion Park South,1408,65.37,746,34.63,2154,-4.54
NSW,150,Throsby,900,Avoca,51,30.72,115,69.28,166,-4.28
NSW,150,Throsby,535,Berkeley,1418,76.48,436,23.52,1854,-5.41
NSW,150,Throsby,536,Berkeley South,294,78.19,82,21.81,376,-7.28
NSW,150,Throsby,537,Berkeley West,1398,76.94,419,23.06,1817,-6.1
NSW,150,Throsby,2775,Berrima (Throsby),168,40.88,243,59.12,411,1.84
